code,name,condition
M00139,"Pneumococcal arthritis, unspecified wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00141,"Pneumococcal arthritis, right hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00142,"Pneumococcal arthritis, left hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00149,"Pneumococcal arthritis, unspecified hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00151,"Pneumococcal arthritis, right hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00152,"Pneumococcal arthritis, left hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00159,"Pneumococcal arthritis, unspecified hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00161,"Pneumococcal arthritis, right knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00162,"Pneumococcal arthritis, left knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00169,"Pneumococcal arthritis, unspecified knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00171,"Pneumococcal arthritis, right ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00172,"Pneumococcal arthritis, left ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00179,"Pneumococcal arthritis, unspecified ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M0018,"Pneumococcal arthritis, vertebrae",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M0019,Pneumococcal polyarthritis,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M0020,"Other streptococcal arthritis, unspecified joint",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00211,"Other streptococcal arthritis, right shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00212,"Other streptococcal arthritis, left shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00219,"Other streptococcal arthritis, unspecified shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00221,"Other streptococcal arthritis, right elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00222,"Other streptococcal arthritis, left elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00229,"Other streptococcal arthritis, unspecified elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00231,"Other streptococcal arthritis, right wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00232,"Other streptococcal arthritis, left wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00239,"Other streptococcal arthritis, unspecified wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00241,"Other streptococcal arthritis, right hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00242,"Other streptococcal arthritis, left hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00249,"Other streptococcal arthritis, unspecified hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00251,"Other streptococcal arthritis, right hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00252,"Other streptococcal arthritis, left hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00259,"Other streptococcal arthritis, unspecified hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00261,"Other streptococcal arthritis, right knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00262,"Other streptococcal arthritis, left knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00269,"Other streptococcal arthritis, unspecified knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00271,"Other streptococcal arthritis, right ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00272,"Other streptococcal arthritis, left ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00279,"Other streptococcal arthritis, unspecified ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M0028,"Other streptococcal arthritis, vertebrae",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M0029,Other streptococcal polyarthritis,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M0080,"Arthritis due to other bacteria, unspecified joint",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00811,"Arthritis due to other bacteria, right shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00812,"Arthritis due to other bacteria, left shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00819,"Arthritis due to other bacteria, unspecified shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00821,"Arthritis due to other bacteria, right elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00822,"Arthritis due to other bacteria, left elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00829,"Arthritis due to other bacteria, unspecified elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00831,"Arthritis due to other bacteria, right wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00832,"Arthritis due to other bacteria, left wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00839,"Arthritis due to other bacteria, unspecified wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00841,"Arthritis due to other bacteria, right hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00842,"Arthritis due to other bacteria, left hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00849,"Arthritis due to other bacteria, unspecified hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00851,"Arthritis due to other bacteria, right hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00852,"Arthritis due to other bacteria, left hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00859,"Arthritis due to other bacteria, unspecified hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00861,"Arthritis due to other bacteria, right knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00862,"Arthritis due to other bacteria, left knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00869,"Arthritis due to other bacteria, unspecified knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00871,"Arthritis due to other bacteria, right ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00872,"Arthritis due to other bacteria, left ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M00879,"Arthritis due to other bacteria, unspecified ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M0088,"Arthritis due to other bacteria, vertebrae",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M0089,Polyarthritis due to other bacteria,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M009,"Pyogenic arthritis, unspecified",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X0,Direct infection of unspecified joint in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X11,Direct infection of right shoulder in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X12,Direct infection of left shoulder in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X19,Direct infection of unspecified shoulder in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X21,Direct infection of right elbow in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X22,Direct infection of left elbow in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X29,Direct infection of unspecified elbow in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X31,Direct infection of right wrist in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X32,Direct infection of left wrist in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X39,Direct infection of unspecified wrist in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X41,Direct infection of right hand in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X42,Direct infection of left hand in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X49,Direct infection of unspecified hand in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X51,Direct infection of right hip in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X52,Direct infection of left hip in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X59,Direct infection of unspecified hip in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X61,Direct infection of right knee in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X62,Direct infection of left knee in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X69,Direct infection of unspecified knee in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X71,Direct infection of right ankle and foot in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X72,Direct infection of left ankle and foot in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X79,Direct infection of unspecified ankle and foot in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X8,Direct infection of vertebrae in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M01X9,Direct infection of multiple joints in infectious and parasitic diseases classified elsewhere,Arthritis/Joint/Bone Pain (Other than Back/Neck)
M0200,"Arthropathy following intestinal bypass, unspecified site",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02011,"Arthropathy following intestinal bypass, right shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02012,"Arthropathy following intestinal bypass, left shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02019,"Arthropathy following intestinal bypass, unspecified shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02021,"Arthropathy following intestinal bypass, right elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02022,"Arthropathy following intestinal bypass, left elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02029,"Arthropathy following intestinal bypass, unspecified elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02031,"Arthropathy following intestinal bypass, right wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02032,"Arthropathy following intestinal bypass, left wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02039,"Arthropathy following intestinal bypass, unspecified wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02041,"Arthropathy following intestinal bypass, right hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02042,"Arthropathy following intestinal bypass, left hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02049,"Arthropathy following intestinal bypass, unspecified hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02051,"Arthropathy following intestinal bypass, right hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02052,"Arthropathy following intestinal bypass, left hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02059,"Arthropathy following intestinal bypass, unspecified hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02061,"Arthropathy following intestinal bypass, right knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02062,"Arthropathy following intestinal bypass, left knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02069,"Arthropathy following intestinal bypass, unspecified knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02071,"Arthropathy following intestinal bypass, right ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02072,"Arthropathy following intestinal bypass, left ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02079,"Arthropathy following intestinal bypass, unspecified ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M0208,"Arthropathy following intestinal bypass, vertebrae",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M0209,"Arthropathy following intestinal bypass, multiple sites",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M0210,"Postdysenteric arthropathy, unspecified site",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02111,"Postdysenteric arthropathy, right shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02112,"Postdysenteric arthropathy, left shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02119,"Postdysenteric arthropathy, unspecified shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02121,"Postdysenteric arthropathy, right elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02122,"Postdysenteric arthropathy, left elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02129,"Postdysenteric arthropathy, unspecified elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02131,"Postdysenteric arthropathy, right wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02132,"Postdysenteric arthropathy, left wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02139,"Postdysenteric arthropathy, unspecified wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02141,"Postdysenteric arthropathy, right hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02142,"Postdysenteric arthropathy, left hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02149,"Postdysenteric arthropathy, unspecified hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02151,"Postdysenteric arthropathy, right hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02152,"Postdysenteric arthropathy, left hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02159,"Postdysenteric arthropathy, unspecified hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02161,"Postdysenteric arthropathy, right knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02162,"Postdysenteric arthropathy, left knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02169,"Postdysenteric arthropathy, unspecified knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02171,"Postdysenteric arthropathy, right ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02172,"Postdysenteric arthropathy, left ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02179,"Postdysenteric arthropathy, unspecified ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M0218,"Postdysenteric arthropathy, vertebrae",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M0219,"Postdysenteric arthropathy, multiple sites",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M0220,"Postimmunization arthropathy, unspecified site",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02211,"Postimmunization arthropathy, right shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02212,"Postimmunization arthropathy, left shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02219,"Postimmunization arthropathy, unspecified shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02221,"Postimmunization arthropathy, right elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02222,"Postimmunization arthropathy, left elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02229,"Postimmunization arthropathy, unspecified elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02231,"Postimmunization arthropathy, right wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02232,"Postimmunization arthropathy, left wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02239,"Postimmunization arthropathy, unspecified wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02241,"Postimmunization arthropathy, right hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02242,"Postimmunization arthropathy, left hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02249,"Postimmunization arthropathy, unspecified hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02251,"Postimmunization arthropathy, right hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M02252,"Postimmunization arthropathy, left hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
