code,name
D0582,OTHER SPECIFIED TYPE OF CARCINOMA IN SITU OF LEFT BREAST
D0590,UNSPECIFIED TYPE OF CARCINOMA IN SITU OF UNSPECIFIED BREAST
D0591,UNSPECIFIED TYPE OF CARCINOMA IN SITU OF RIGHT BREAST
D0592,UNSPECIFIED TYPE OF CARCINOMA IN SITU OF LEFT BREAST
D060,CARCINOMA IN SITU OF ENDOCERVIX
D061,CARCINOMA IN SITU OF EXOCERVIX
D067,CARCINOMA IN SITU OF OTHER PARTS OF CERVIX
D069,"CARCINOMA IN SITU OF CERVIX, UNSPECIFIED"
D070,CARCINOMA IN SITU OF ENDOMETRIUM
D071,CARCINOMA IN SITU OF VULVA
D072,CARCINOMA IN SITU OF VAGINA
D0730,CARCINOMA IN SITU OF UNSPECIFIED FEMALE GENITAL ORGANS
D0739,CARCINOMA IN SITU OF OTHER FEMALE GENITAL ORGANS
D074,CARCINOMA IN SITU OF PENIS
D075,CARCINOMA IN SITU OF PROSTATE
D0760,CARCINOMA IN SITU OF UNSPECIFIED MALE GENITAL ORGANS
D0761,CARCINOMA IN SITU OF SCROTUM
D0769,CARCINOMA IN SITU OF OTHER MALE GENITAL ORGANS
D090,CARCINOMA IN SITU OF BLADDER
D0910,CARCINOMA IN SITU OF UNSPECIFIED URINARY ORGAN
D0919,CARCINOMA IN SITU OF OTHER URINARY ORGANS
D0920,CARCINOMA IN SITU OF UNSPECIFIED EYE
D0921,CARCINOMA IN SITU OF RIGHT EYE
D0922,CARCINOMA IN SITU OF LEFT EYE
D093,CARCINOMA IN SITU OF THYROID AND OTHER ENDOCRINE GLANDS
D098,CARCINOMA IN SITU OF OTHER SPECIFIED SITES
D099,"CARCINOMA IN SITU, UNSPECIFIED"
